Client,Project,Sample_Number,Client_Sample_ID,Source,lake.name,NWIS_Station_ID,Date_Sampled,Sample_Type,Collection_Method,Temp,Stage,Record_Number,Sample_Depth,Acid Neutralizing Capacity,Air-equilibrated pH,NH4+,Calcium,Chloride,Chlorophyll a,Dissolved Inorganic Carbon,Dissolved Organic Carbon,Filtered Aluminum,Filtered Calcium,Filtered Iron,Filtered Magnesium,Filtered Potassium,Filtered Silicon,Filtered Sodium,Magnesium,Nitrate,Organic Monomeric Aluminum,pH,Potassium,Silicon,Sodium,Specific Conductance,Sulfate,Total Aluminum,Total Monomeric Aluminum,UV254
USGS Watersheds Group,ALTM,106916-07,66290,40706,Grass Pond,4254605,7/18/2019 10:53,Regular,Kemmerer,23.6,,1902006,,71.63889313,6.839719296,1.830000043,32.47448349,5.771399975,,80.00453186,387.5253296,5.329144001,,,,,,,11.94194508,3.167399883,0.754999995,6.317029476,5.466396809,72.00058746,39.52214432,15.55000019,25.63629913,6.303523064,1.25,0.143999994
USGS Watersheds Group,ALTM,107003-07,66503,40706,Grass Pond,4254605,9/17/2019 11:35,Regular,Kemmerer,17.4,,1902650,0.5,64.95224762,6.75503397,3.299999952,40.34769821,6.270999908,,115.2401657,431.0286865,4.699844837,,,,,,,14.57087803,4.697100163,0.898000002,6.311810017,5.510574341,83.75138855,46.32029724,17.96999931,26.06529999,5.462794304,1.269999981,0.158999994
USGS Watersheds Group,ALTM,107108-01,66835,40706,Grass Pond,4254605,11/25/2019 11:52,Regular,Manual,2.8,,2000630,0,8.685357094,5.095113277,,14.94730186,5.705599785,,83.65132141,388.3829346,,,,,,,,4.100995541,13.75510025,3.369999886,4.980176449,3.726969957,85.19690704,23.14381599,14.56000042,25.83880043,13.45635509,7.449999809,0.152999997
USGS Watersheds Group,ALTM,107150-02,67066,40706,Grass Pond,4254605,2/24/2020 13:10,Regular,Manual,1.8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS Watersheds Group,ALTM,106151-05,63494,40707,Middle Branch Lake,4254600,11/1/2017 10:55,Regular,Manual,9.6,,,0.5,52.15605164,6.602441788,0.771000028,38.04922867,6.715600014,6.429999828,115.7313995,486.4465637,6.064067364,,,,,,,14.44802952,0.532500029,0.681999981,6.119764805,9.194802284,73.77507019,38.15229797,15.05000019,20.98530006,3.841174126,1.230000019,0.204999998
USGS Watersheds Group,ALTM,106311-05,63969,40707,Middle Branch Lake,4254600,2/13/2018 12:00,Regular,Manual,0.8,,,0.5,28.97896576,5.9775877,3.579999924,32.03397751,6.516699791,0.620000005,155.4797211,441.79422,6.992148876,,,,,,,10.73921108,14.10760021,1.850000024,5.890191555,7.904211521,80.96018219,32.69081116,14.56999969,26.66640091,6.201138973,2.769999981,0.204999998
USGS Watersheds Group,ALTM,106392-05,64318,40707,Middle Branch Lake,4254600,4/24/2018 10:55,Regular,Kemmerer,5.9,,,0.5,29.10412407,6.292350292,6.829999924,22.19347572,4.818099976,0,154.2974396,247.3821106,4.478739738,,,,,,,7.575345516,12.32139969,1.139999986,5.778229237,4.413336277,65.3849411,21.20892715,11.81999969,17.60540009,5.989429474,2.029999971,0.118000001
USGS Watersheds Group,ALTM,106408-05,64411,40707,Middle Branch Lake,4254600,5/1/2018 10:10,Regular,Kemmerer,6.5,,,0.5,62.74122238,6.790755272,3.50999999,43.44728851,5.35739994,0.460000008,240.7462921,350.4163513,4.582404613,,,,,,,15.39417744,8.840200424,1.129999995,6.346600056,8.044169426,109.3372192,37.64316559,18.42000008,25.81380081,4.925271988,1.669999957,0.159999996
USGS Watersheds Group,ALTM,106495-05,64706,40707,Middle Branch Lake,4254600,7/11/2018 10:50,Regular,Kemmerer,25.1,,18023561,0.5,84.90350342,6.460092545,0.815999985,44.68474579,5.714600086,,102.7428436,356.9189758,1.717643142,,,,,,,16.04663849,0,-0.317000002,6.704958439,8.496266365,92.79650116,41.86700821,17.95000076,25.23480034,2.690322161,0.56400001,0.126000002
USGS Watersheds Group,ALTM,106568-04,65018,40707,Middle Branch Lake,4254600,9/5/2018 10:40,Regular,Kemmerer,24.3,,183200,0.5,106.0082779,6.612483025,-0.144999996,47.87152481,6.379099846,2.599999905,136.0551605,359.9163208,1.081770897,,,,,,,18.28373718,0,0.335000008,6.516345024,9.273050308,84.44078064,43.25181198,18.95999908,23.1298008,1.527800322,0.787999988,0.123000003
USGS Watersheds Group,ALTM,106670-05,65361,40707,Middle Branch Lake,4254600,11/12/2018 11:05,Regular,Kemmerer,4.4,,1900185,0.5,73.92547607,6.485422611,0.862999976,40.71006393,7.236100197,,110.9772568,482.3418274,2.903743505,,,,,,,16.18058968,1.190999985,0.938000023,6.213591099,9.579374313,79.57200623,42.08734512,16.84000015,23.05669975,3.474936008,1.610000014,0.187999994
USGS Watersheds Group,ALTM,106747-05,65631,40707,Middle Branch Lake,4254600,2/28/2019 12:30,Regular,Kemmerer,1.9,,1900778,0.5,80.21726227,6.313579559,3.680000067,42.74494934,6.119900227,,254.8338776,425.1671753,4.598604202,,,,,,,15.30824947,8.44699955,1.409999967,6.229382038,7.957327843,100.8797302,38.6414299,18.95999908,25.57500076,5.141322613,1.799999952,0.193000004
USGS Watersheds Group,ALTM,106776-05,65716,40707,Middle Branch Lake,4254600,4/4/2019 23:00,Regular,Kemmerer,3.8,,1901140,0.5,49.20066071,6.629509449,3.019999981,43.26100922,6.323999882,,158.7268677,356.6275635,5.027562141,,,,,,,15.70991516,10.5802002,1.330000043,6.008697033,8.048100471,109.8133698,40.32351685,18.93000031,26.7133007,4.597443581,1.659999967,0.153999999
USGS Watersheds Group,ALTM,106844-02,65969,40707,Middle Branch Lake,4254600,5/13/2019 12:33,Regular,Manual,12.2,,1901425,0,72.01147461,6.702602386,0.136999995,36.69614029,6.138800144,,82.48567963,398.3574829,3.647855282,,,,,,,13.67897797,6.450699806,1.190000057,6.386991024,7.150644302,92.31403351,35.45960617,16.65999985,24.04319954,4.168416977,1.350000024,0.177000001
USGS Watersheds Group,ALTM,106916-05,66288,40707,Middle Branch Lake,4254600,7/18/2019 10:37,Regular,Kemmerer,23.4,,1902004,,44.58409119,6.911556244,0.379000008,39.04171371,5.776800156,,76.72409058,393.2286682,1.987288594,,,,,,,14.67930984,0,0.555999994,6.589233398,7.165818214,88.80308533,37.7090683,16.70000076,22.36560059,2.75614357,0.898999989,0.158999994
USGS Watersheds Group,ALTM,107003-06,66502,40707,Middle Branch Lake,4254600,9/17/2019 11:28,Regular,Kemmerer,18.2,,1902649,0.5,89.20888519,6.73458147,0.31099999,41.37528992,6.257199764,,96.15697479,411.8455811,0.580836654,,,,,,,16.7822628,0,0.35800001,6.449389935,7.479752064,75.04412079,42.26223373,17.29999924,22.84690094,1.552785397,0.518000007,0.138999999
USGS Watersheds Group,ALTM,107108-02,66836,40707,Middle Branch Lake,4254600,11/25/2019 13:05,Regular,Manual,4.5,,2000631,0,29.14299965,6.854436398,,36.3709259,7.051400185,,106.2564087,552.8047485,,,,,,,,13.56810188,1.203799963,1.940000057,6.262657166,8.411282539,73.09145355,34.36461258,15.96000004,21.64990044,4.976542473,2.440000057,0.247999996
USGS Watersheds Group,ALTM,106139-01,63424,40739,Lake Rondaxe,4253780,10/4/2017 9:33,Regular,Manual,16.1,2.15,,0,96.97671509,6.779468536,0.423999995,52.18553543,11.52690029,0.779999971,143.8399811,379.6156311,2.743327141,,,,,,,16.32566071,1.041300058,0.081200004,6.154155254,7.206330299,64.81452179,40.46525955,17.11000061,23.03030014,2.730059862,0.476999998,0.152999997
USGS Watersheds Group,ALTM,106150-01,63503,40739,Lake Rondaxe,4253780,11/1/2017 9:48,Regular,Manual,9.6,2.94,,0,62.06690979,6.786098957,0.674000025,47.13003922,12.20720005,1.029999971,120.4272614,402.3539429,5.902358532,,,,,,,14.92987919,3.36590004,0.296999991,6.231873512,8.301473618,68.42243195,37.39986801,17.07999992,22.04940033,4.389915943,0.762000024,0.165999994
USGS Watersheds Group,ALTM,106216-01,63783,40739,Lake Rondaxe,4253780,12/4/2017 10:38,Regular,Manual,2.8,2.5,,0,56.60551071,6.64,1.379999995,44.84953308,12.07450008,0.589999974,113.6499023,419.0725708,4.931672573,,,,,,,13.29374599,6.375,0.68599999,6.063588619,6.98445034,75.12827301,34.98632813,16.04999924,23.29490089,5.430424213,1.230000019,0.185000002
USGS Watersheds Group,ALTM,106313-01,63983,40739,Lake Rondaxe,4253780,2/15/2018 11:40,Regular,Manual,-0.7,2.52,,0,0.09194345,6.537252426,3.309999943,42.17518616,10.22649956,0.100000001,131.3842773,534.970459,8.200444221,,,,,,,12.93407536,18.64579964,2.079999924,6.019676685,8.353690147,96.21723938,32.61524582,15.93000031,25.71220016,8.634744644,2.859999895,0.256000012
USGS Watersheds Group,ALTM,106388-01,64271,40739,Lake Rondaxe,4253780,4/25/2018 10:08,Triplicate,Manual,3.5,3.12,,0,39.89454269,6.232932568,1.519999981,34.92139053,9.200900078,1.850000024,93.20957184,437.7893982,8.436103821,,,,,,,10.51059437,17.51519966,1.980000019,5.856636047,5.942185402,84.35599518,28.99053001,15.76000023,23.13540077,8.914489746,2.950000048,0.203999996
USGS Watersheds Group,ALTM,106388-02,64292,40739,Lake Rondaxe,4253780,4/25/2018 10:11,Triplicate,Manual,3.5,3.12,,0,36.67259979,6.289707184,2.339999914,35.59404755,9.401900291,,95.58248138,431.6031799,8.792969704,,,,,,,10.83994484,17.4734993,1.950000048,5.901304245,6.585733891,85.24650574,29.2223835,15.11999989,23.00849915,8.595163345,2.940000057,0.202999994
USGS Watersheds Group,ALTM,106388-03,64313,40739,Lake Rondaxe,4253780,4/25/2018 10:14,Triplicate,Manual,3.5,3.12,,0,43.12853241,6.216778755,1.99000001,34.27106094,9.740400314,,94.00054169,434.3091431,7.894505024,,,,,,,10.44651604,17.85169983,2.140000105,5.893020153,6.098759174,83.5379715,29.63512611,15.81999969,23.29770088,8.842488289,3.230000019,0.203999996
USGS Watersheds Group,ALTM,106416-01,64472,40739,Lake Rondaxe,4253780,5/9/2018 10:13,Regular,Manual,11.2,3.24,,0,60.26689911,6.10766077,2.079999924,35.52719116,10.1274004,0.610000014,88.28057861,497.0205688,6.874981403,,,,,,,9.766046524,12.55130005,1.409999967,5.875079155,6.262921333,68.76673126,28.43282127,14.88000011,21.90880013,9.025051117,2.069999933,0.211999997
USGS Watersheds Group,ALTM,106490-01,64645,40739,Lake Rondaxe,4253780,7/12/2018 10:00,Regular,Manual,24.4,2.1,1802344,0,79.11391449,6.572443485,-0.381000012,58.13068008,11.61310005,,139.4938049,348.0767517,2.259336472,,,,,,,19.98079872,0.761600018,0.180000007,6.283001423,9.084918022,58.75153732,44.95471573,21,24.88150024,3.060126543,0.634000003,0.119000003
USGS Watersheds Group,ALTM,106598-01,65107,40739,Lake Rondaxe,4253780,9/25/2018 10:00,Regular,Manual,17.1,2.04,1803473,0,135.1681976,6.965330124,0.094999999,62.79148102,12.48089981,,191.4730225,306.6382446,1.317506075,,,,,,,23.1816082,0.37560001,0.00535,6.606430054,8.878858566,63.49994278,48.96199036,24.10000038,23.80509949,1.380195975,0.583999991,0.093000002
USGS Watersheds Group,ALTM,106662-01,65349,40739,Lake Rondaxe,4253780,11/8/2018 10:50,Triplicate,Manual,6.4,3.06,1900136,0,39.50740433,5.998905182,1.74000001,40.7450676,11.41450024,,97.98036957,427.0655212,3.756990671,,,,,,,11.92517376,5.786900043,0.822000027,6.095208645,6.992721081,63.42541885,32.3621254,16.40999985,23.49530029,4.727022648,1.50999999,0.166999996
USGS Watersheds Group,ALTM,106662-02,65351,40739,Lake Rondaxe,4253780,11/8/2018 10:53,Triplicate,Manual,6.5,18.7,1900137,0,49.48322678,6.065517902,1.590000033,40.19814301,11.40170002,,98.87957764,413.6856384,3.903497934,,,,,,,12.25911903,5.90929985,0.81099999,6.123666763,7.675151348,65.8705368,33.05653,16.43000031,23.70829964,4.843147278,1.539999962,0.164000005
USGS Watersheds Group,ALTM,106662-03,65352,40739,Lake Rondaxe,4253780,11/8/2018 10:56,Triplicate,Manual,6.4,3.06,1900138,0,34.0728035,6.091385365,1.620000005,40.6692276,11.47329998,,97.64733124,422.5944519,3.752484083,,,,,,,12.29337597,5.74090004,0.721000016,6.107646942,7.547857761,65.00549316,33.1844635,16.35000038,23.48839951,4.669540882,1.230000019,0.164000005
USGS Watersheds Group,ALTM,106730-01,65572,40739,Lake Rondaxe,4253780,2/12/2019 10:55,Triplicate,Manual,0.2,2.98,1900757,0,42.5471077,5.903810501,2.039999962,35.12968826,10.91950035,,98.46327972,575.3265991,9.57897377,,,,,,,9.94481945,13.37839985,2.369999886,5.733732224,5.5127635,83.23268127,29.92435265,16.45999908,24.33230019,11.16226292,3.400000095,0.245000005
USGS Watersheds Group,ALTM,106730-02,65573,40739,Lake Rondaxe,4253780,2/12/2019 10:58,Triplicate,Manual,0.2,2.98,1900758,0,13.41726875,5.934786797,2.400000095,35.55020905,10.48089981,,96.74812317,564.1864014,9.339697838,,,,,,,10.07823944,13.29580021,2.470000029,5.784249783,5.388993263,82.95280457,29.40863991,16.28000069,24.40460014,10.79772282,3.470000029,0.243000001
USGS Watersheds Group,ALTM,106730-03,65574,40739,Lake Rondaxe,4253780,2/12/2019 11:01,Triplicate,Manual,0.2,2.98,1900759,0,13.80335903,5.900916576,2,35.93989182,10.53649998,,97.6223526,558.574707,9.314391136,,,,,,,10.13323498,13.15559959,2.289999962,5.711528301,5.444539547,82.98314667,29.69120598,16.57999992,24.3015995,10.62037849,3.25,0.244000003
USGS Watersheds Group,ALTM,106815-01,65887,40739,Lake Rondaxe,4253780,4/23/2019 9:37,Regular,Manual,7.1,,1901212,0,32.12400818,6.205224991,1.779999971,34.27993011,10.48970032,,105.8734131,489.6437378,8.04039669,,,,,,,9.544161797,11.67249966,2.470000029,5.768754959,6.028610706,72.0031662,28.26926613,15.52999973,21.44210052,8.384634972,3.279999971,0.219999999
USGS Watersheds Group,ALTM,106832-03,65940,40739,Lake Rondaxe,4253780,5/9/2019 9:57,Regular,Manual,10.2,2.84,1901436,0,16.20876884,6.586304188,1.25999999,38.85012436,13.14820004,,90.11229706,429.3718262,5.32227087,,,,,,,11.13697243,9.930600166,1.549999952,6.097970963,6.354503155,71.11444855,32.22002792,16.03000069,22.29840088,6.82518816,2.059999943,0.193000004
USGS Watersheds Group,ALTM,106914-02,66301,40739,Lake Rondaxe,4253780,7/17/2019 0:15,Regular,Manual,23.4,2.38,1901991,,73.31292725,6.985314846,1.74000001,45.2988472,10.15639973,,107.222229,441.1947327,1.900661945,,,,,,,15.12031364,2.379400015,0.402999997,6.551380157,6.303772449,61.47193909,35.80487061,18.19000053,21.70750046,4.022738457,0.74000001,0.165999994
USGS Watersheds Group,ALTM,106982-06,66424,40739,Lake Rondaxe,4253780,9/3/2019 12:20,Regular,Manual,19.3,2.42,1902478,,103.4179764,6.891652107,-0.00528,56.909832,10.48750019,,149.060379,397.3167114,1.140055418,,,,,,,18.24965477,0.672699988,0.131999999,6.568320751,6.213890553,66.50639343,40.62309647,20.29999924,23.23089981,2.019063234,0.600000024,0.128000006
USGS Watersheds Group,ALTM,107102-01,66797,40739,Lake Rondaxe,4253780,11/21/2019 10:50,Regular,Manual,2.9,2.56,2000593,0,60.76223755,6.902369499,,40.2925415,9.857299805,,121.3098221,517.5524902,,,,,,,,13.11680317,6.525800228,1.690000057,6.259735107,7.292671204,78.82579041,33.11000443,16.95000076,22.62150002,7.095151424,2.420000076,0.231999993
USGS Watersheds Group,ALTM,107146-01,67033,40739,Lake Rondaxe,4253780,2/17/2020 11:23,Regular,Manual,0.2,2.36,2001003,0,,,,,9.684700012,,139.5187836,,,,,,,,,,15.42099953,3,,,,,,23.85180092,,3.819999933,0.236000001
USGS Watersheds Group,ALTM,107146-02,67034,40739,Lake Rondaxe,4253780,2/17/2020 11:26,Regular,Manual,0.2,2.36,2001004,0,,,,,9.503299713,,139.4688263,,,,,,,,,,15.46520042,3.069999933,,,,,,23.22480011,,3.849999905,0.234999999
USGS Watersheds Group,ALTM,107146-03,67035,40739,Lake Rondaxe,4253780,2/17/2020 11:29,Regular,Manual,0.2,2.36,2001005,0,,,,,8.788000107,,138.786087,,,,,,,,,,15.2592001,3.059999943,,,,,,23.5298996,,3.859999895,0.236000001
USGS Watersheds Group,ALTM,106139-02,63425,40746,Moss Lake,4253720,10/4/2017 10:20,Regular,Manual,15.9,,,0,134.4961548,6.983436108,0.180999994,67.63241577,18.14030075,1.480000019,165.6291199,378.3917236,3.569213152,,,,,,,21.14209175,0.536599994,-0.00904,6.317036152,8.624061584,104.7275314,47.85713959,21.79999924,28.62010002,2.517812252,0.432999998,0.142000005
USGS Watersheds Group,ALTM,106159-03,63511,40746,Moss Lake,4253720,11/2/2017 10:12,Regular,Manual,10.1,,,0,113.7910538,6.987645626,1.409999967,66.38498688,15.7482996,1.320000052,184.4708557,379.374176,2.787241459,,,,,,,20.6681385,3.14260006,0.141000003,6.24383831,9.481977463,105.5460587,46.41316986,22.70000076,27.46629906,3.762038708,0.634000003,0.144999996
USGS Watersheds Group,ALTM,106216-02,63820,40746,Moss Lake,4253720,12/4/2017 11:26,Triplicate,Manual,3.6,,,,113.9467316,6.748990059,2.369999886,66.78871155,15.75520039,0.730000019,179.4586029,400.5305481,3.307669401,,,,,,,20.77536011,4.873600006,0.754000008,6.663250446,9.592605591,113.086998,46.22558594,22.70000076,28.37389946,3.152976513,0.674000025,0.159999996
USGS Watersheds Group,ALTM,106216-03,63821,40746,Moss Lake,4253720,12/4/2017 11:28,Triplicate,Manual,3.6,,,,118.4498596,6.815220833,2.369999886,67.28198242,16.50090027,0.829999983,179.741684,395.8430176,2.921517611,,,,,,,20.94570732,4.881400108,0.707000017,6.68798542,9.438926697,113.6136627,46.40316772,22.79999924,27.89459991,3.136126518,0.65200001,0.157000005
USGS Watersheds Group,ALTM,106216-04,63822,40746,Moss Lake,4253720,12/4/2017 11:30,Triplicate,Manual,3.6,,,,135.4584351,6.846761703,2.539999962,66.68915558,15.54119968,0.810000002,178.9090881,395.7098083,3.242539644,,,,,,,20.72785187,4.884399891,0.674000025,6.69096899,9.594207764,112.8601608,46.12014389,22.89999962,28.36339951,3.150075912,0.640999973,0.158000007
USGS Watersheds Group,ALTM,106331-05,64027,40746,Moss Lake,4253720,2/27/2018 12:18,Regular,Manual,0.3,,,0,60.5469017,6.65087986,2.690000057,48.74040985,12.12800026,0.230000004,153.0402069,475.3729553,10.53538036,,,,,,,15.06227303,23.4470005,1.799999952,6.133559227,8.640001297,104.9198303,36.99832916,20.10000038,27.86590004,7.766735554,2.049999952,0.211999997
USGS Watersheds Group,ALTM,106342-04,64117,40746,Moss Lake,4253720,4/2/2018 11:40,Regular,Manual,0.9,0.2,,0,73.29454041,6.680798054,1.639999986,54.31783295,13.64150047,0.349999994,162.8066101,416.5164795,7.408653736,,,,,,,17.02080154,24.95289993,1.610000014,6.222720146,8.49617672,117.3408356,41.45767975,22.29999924,29.53910065,7.232841969,2.079999924,0.182999998
USGS Watersheds Group,ALTM,106410-07,64371,40746,Moss Lake,4253720,5/2/2018 11:45,Triplicate,Manual,4.1,0.9,,0,70.936203,6.23506546,1.879999995,47.95313263,11.51010036,0.769999981,170.4665222,390.9889526,6.607840538,,,,,,,14.41310215,18.33760071,1.679999948,6.151090145,7.423941612,93.72751617,35.55786133,19.04000092,25.44260025,6.608170986,2.359999895,0.172000006
USGS Watersheds Group,ALTM,106410-08,64392,40746,Moss Lake,4253720,5/2/2018 11:48,Triplicate,Manual,4.1,0.9,,0,39.53849411,6.718545914,2.160000086,47.67310333,11.15880013,0.74000001,168.7596893,395.0437317,5.8266325,,,,,,,14.16465092,17.9633007,1.570000052,6.140269279,7.073421478,91.462677,34.58731461,18.81999969,24.95619965,6.346570492,2.269999981,0.171000004
USGS Watersheds Group,ALTM,106410-09,64413,40746,Moss Lake,4253720,5/2/2018 11:51,Triplicate,Manual,4.1,0.9,,0,89.43115997,6.744836807,2.289999962,48.9072113,11.40279961,0.75999999,164.0305328,395.4350586,5.876557827,,,,,,,14.30442333,18.17130089,1.580000043,6.112946033,7.782380104,93.55397797,35.09012222,18.89999962,25.23889923,7.266058445,2.269999981,0.173999995
USGS Watersheds Group,ALTM,106486-04,64790,40746,Moss Lake,4253720,7/25/2018 11:25,Regular,Manual,23.8,,1802504,0,130.6063538,6.635808945,1.190000057,67.75553894,16.8451004,1.090000033,155.8210907,315.2723083,2.002636671,,,,,,,22.68334007,4.563300133,-0.435000002,6.547472,9.913227081,110.2018814,51.73311234,26.5,30.80260086,2.229632378,0.368000001,0.092
USGS Watersheds Group,ALTM,106586-07,65069,40746,Moss Lake,4253720,9/18/2018 12:10,Regular,Manual,23.2,,1803464,0,128.4674377,6.858016968,0.449000001,71.37902832,18.62360001,,174.196579,295.5397034,5.480658531,,,,,,,23.30961418,1.293400049,-0.0123,6.603228569,10.57642651,103.5756912,52.53691864,26.70000076,31.18580055,1.527592897,0.561999977,0.082999997
USGS Watersheds Group,ALTM,106696-01,65439,40746,Moss Lake,4253720,11/28/2018 11:35,Regular,Manual,1.9,,1900269,0,97.6985321,6.508774281,1.330000043,63.9834137,12.42609978,,199.1162872,478.9364929,3.114292383,,,,,,,21.08616638,5.131400108,0.398000002,6.116266251,9.380983353,114.4808273,47.50895691,24.39999962,30.39450073,3.479193449,0.805000007,0.166999996
USGS Watersheds Group,ALTM,106723-07,65539,40746,Moss Lake,4253720,2/5/2019 13:20,Regular,Manual,1,,1900647,0,68.02288055,6.172132492,1.529999971,54.18544388,11.12950039,,194.8866882,446.9147034,6.900556564,,,,,,,16.74421883,15.28310013,1.429999948,6.29492712,7.409620762,120.1119232,40.35879898,21.5,30.33699989,7.282039642,2.069999933,0.185000002
USGS Watersheds Group,ALTM,106775-01,65724,40746,Moss Lake,4253720,4/3/2019 9:54,Regular,Manual,1.7,,1901133,0,37.22003555,6.5574646,2.069999933,46.19366837,14.49820042,,148.6607361,439.7793274,8.068637848,,,,,,,14.22668743,19.6821003,2.210000038,6.034366131,6.835006714,109.9864044,40.34234619,19.62999916,27.69269943,8.699669838,2.619999886,0.192000002
USGS Watersheds Group,ALTM,106825-05,65929,40746,Moss Lake,4253720,5/2/2019 10:53,Regular,Manual,8.5,,1901256,0,83.14904785,6.828424931,1.870000005,53.37095261,13.77779961,,158.5020599,409.4310608,4.650281906,,,,,,,16.78067017,10.88990021,1.340000033,6.247126102,7.773564339,100.6470566,39.03076935,21,26.69330025,4.999125957,1.620000005,0.166999996
USGS Watersheds Group,ALTM,106905-04,66207,40746,Moss Lake,4253720,7/9/2019 11:17,Regular,Manual,25.3,,1901860,,54.82760239,7.029160976,1.019999981,52.13251114,11.32250023,,119.0534744,478.4286194,4.251119137,,,,,,,15.91316795,2.666699886,0.648000002,6.536140442,7.189058781,86.97167969,39.56565475,19.54000092,23.93889999,5.504085064,0.925999999,0.203999996
USGS Watersheds Group,ALTM,106988-04,66430,40746,Moss Lake,4253720,9/4/2019 11:25,Regular,Manual,19.5,,1902530,0,133.7024689,6.919939995,0.344999999,63.15558624,13.23760033,,146.9539032,457.1889954,1.686378956,,,,,,,19.55802536,0,0.381000012,6.547443867,7.565078259,90.72315216,43.99659729,21.79999924,24.8307991,2.376152515,0.851000011,0.165999994
USGS Watersheds Group,ALTM,107096-06,66763,40746,Moss Lake,4253720,11/14/2019 12:40,Regular,Manual,2.9,1.1,2000403,,92.13184357,7.08869648,2.599999905,51.69764328,11.3100996,,152.5323181,573.8362427,3.961646795,,,,,,,15.59935474,2.85649991,1.470000029,6.454683304,8.360686302,95.26461029,36.68789291,18.81999969,22.6257,5.836950779,2.049999952,0.234999999
USGS Watersheds Group,ALTM,107134-07,66989,40746,Moss Lake,4253720,2/3/2020 13:05,Regular,Manual,0.7,,2000909,0,,,,54.11880493,11.41349983,,170.5664368,401.4047852,,,,,,,,17.34917068,21.69820023,2,,7.056129456,123.4145432,40.31982422,,27.51479912,6.436884403,2.460000038,0.173999995
USGS Watersheds Group,ALTM,106159-04,63512,40747,Cascade Lake,4253710,11/2/2017 10:30,Regular,Manual,10.1,,,0,79.37693024,6.732997894,0.284999996,47.25398636,5.645199776,3.470000029,127.2462616,418.0734253,3.682447672,,,,,,,14.84853458,0.543799996,0.0283,6.17379427,7.613107681,86.25164032,33.36522293,15.81999969,22.22640038,2.629293203,0.505999982,0.112000003
USGS Watersheds Group,ALTM,106313-02,63984,40747,Cascade Lake,4253710,2/15/2018 12:55,Regular,Manual,0.1,,,0,44.40729141,6.644482613,1.820000052,42.20578003,6.597599983,0.75999999,184.4958344,428.4809265,7.309398651,,,,,,,13.84307098,21.10250092,1.340000033,6.068007946,4.881403446,101.667717,32.46137619,16.17000008,27.87360001,7.424423218,2.190000057,0.156000003
USGS Watersheds Group,ALTM,106399-03,64225,40747,Cascade Lake,4253710,4/16/2018 12:45,Regular,Manual,1.7,,,0,33.86158371,6.446343422,-2.220000029,37.52857971,5.8877,2,168.2018585,369.366333,9.401468277,,,,,,,12.7033596,24.2235,1.799999952,5.859081268,7.350759029,96.42163849,30.52888489,16.68000031,25.4185,8.44674015,2.880000114,0.142000005
USGS Watersheds Group,ALTM,106416-03,64474,40747,Cascade Lake,4253710,5/9/2018 11:18,Regular,Manual,12.9,,,0,74.41223145,6.510310173,2.069999933,44.43736267,7.329199791,1.139999986,155.1300354,365.0950928,5.067180157,,,,,,,13.52496433,14.69610023,0.61500001,6.204532146,7.039830208,92.36351776,30.67638016,17.53000069,25.64439964,6.880297661,1.120000005,0.127000004
USGS Watersheds Group,ALTM,106493-03,64695,40747,Cascade Lake,4253710,7/9/2018 11:53,Regular,Manual,24.7,,1802329,0,61.26023483,6.516142368,0.234999999,47.23969269,7.522799969,0.600000024,102.6679077,312.4664612,1.361096025,,,,,,,15.30953312,6.3052001,0.192000002,6.67280674,7.902408123,85.354599,34.98475647,18.45999908,26.93560028,2.2946527,0.595000029,0.088
USGS Watersheds Group,ALTM,106577-03,65053,40747,Cascade Lake,4253710,9/13/2018 12:15,Regular,Manual,21.3,,1803311,0,100.4152374,6.961315632,0.48300001,50.86044693,7.075699806,,125.5977097,336.9115906,2.012372017,,,,,,,16.99539948,0,0.042300001,6.589473248,8.564779282,79.09819031,38.61300278,19.18000031,24.74250031,1.169571757,0.656000018,0.071000002
USGS Watersheds Group,ALTM,106662-05,65354,40747,Cascade Lake,4253710,11/8/2018 12:10,Regular,Manual,6.1,,1900139,0,65.61519623,6.545050621,-0.062700003,49.2976265,5.562600136,,127.3961258,427.2237244,1.345347404,,,,,,,17.39703941,0.593500018,0.289000005,6.331936836,8.500736237,85.04877472,37.23303223,17.79999924,25.40049934,1.825397849,0.314999998,0.093999997
USGS Watersheds Group,ALTM,106730-06,65577,40747,Cascade Lake,4253710,2/12/2019 12:30,Regular,Manual,1.2,,1900761,0,22.94069099,5.949365616,2.779999971,35.62791443,6.43170023,,233.4027557,422.6194458,8.768502235,,,,,,,12.19501019,18.70490074,1.940000057,5.837691307,6.066000462,89.52859497,28.06081009,16.28000069,25.30380058,10.20339489,3.029999971,0.165000007
USGS Watersheds Group,ALTM,106813-04,65882,40747,Cascade Lake,4253710,4/17/2019 10:28,Regular,Manual,4.4,,1901209,0,67.25709534,6.412232876,-9999,35.00096512,5.554299831,,203.7039185,428.6974182,7.88235569,,,,,,,12.11123371,16.87229919,2.170000076,5.780105591,7.599450588,84.85902405,26.79111862,16.05999947,22.28079987,9.891809464,3.160000086,0.169
